ID,name,product_type,skin_type,price,rating
4876,Platinum,Concealer,oily,126.3,3.2
4877,POREfection,Pressed Powder,dry,61.5,2.1
4878,Platinum Grape Cell Essential SPF 45 PA+++,BB Cream,dry,68.5,1.9
4879,Play Sticks,Cream,sensitive,69.0,2.3
4880,Positively Radiant SPF 30,Tinted Moisturizer,sensitive,140.9,2.0
4881,Positively Ageless Correcting SPF 30,Tinted Moisturizer,dry,149.1,1.2
4882,Powder,Pressed Powder,oily,93.7,2.0
4883,Poudre Compacte Eclat Et Matite â€“ Matt & Radiant,Pressed Powder,sensitive,12.6,5.0
4884,Poudre Universelle Libre,Loose Powder,oily,68.4,2.8
4885,Powder Base,Cream,oily,57.5,1.9
4886,Powder,Pressed Powder,dry,21.6,1.9
4887,Poudre Compacte Eclat Et Matite - Matt & Radiant,Pressed Powder,sensitive,92.9,2.9
4888,Powder Buff Natural Skin,Pressed Powder,oily,40.6,2.6
4889,Pressed,Pressed Powder,dry,134.0,1.7
4890,Pressed,Pressed Powder,oily,142.9,1.8
4891,Precious Mineral Bright Fit,BB Cream,dry,74.0,2.8
4892,Pressed,Pressed Powder,dry,46.3,2.3
4893,Pressed,Pressed Powder,dry,41.5,3.5
4894,Pressed,Pressed Powder,dry,106.6,1.1
4895,Pressed,Pressed Powder,sensitive,53.6,1.9
4896,Pressed Base,Pressed Powder,dry,90.5,2.6
4897,Pressed,Pressed Powder,sensitive,63.0,1.9
4898,Pressed Mineral,Pressed Powder,sensitive,147.1,3.0
4899,Pressed Face,Pressed Powder,dry,15.9,2.2
4900,Pressed Powder,Pressed Powder,oily,124.9,2.5
4901,Pro Longwear Concealer,Concealer,dry,36.4,2.3
4902,Pro Light FX Eye-brightening Pen,Concealer,oily,19.8,2.2
4903,Pro Gel,Concealer,dry,91.9,2.9
4904,PrimeResults SPF 15,Tinted Moisturizer,oily,56.2,4.0
4905,ProtecTINT SPF 30 Oil Free,Tinted Moisturizer,oily,44.3,2.7
4906,Prodigy PowerCell Eye Urgency,Concealer,sensitive,83.3,1.3
4907,Prodigy Liquid Light,Liquid,oily,129.0,1.9
4908,Prodigy Powercell,Liquid,sensitive,137.1,3.1
4909,Protection Naturelle,Loose Powder,sensitive,126.1,2.1
4910,ProEVEN SPF 20,BB Cream,oily,131.7,1.6
4911,Pure Care Cover Stick,Concealer,dry,110.0,2.5
4912,Provocateur Mineral SPF 8,Pressed Powder,dry,35.1,3.1
4913,Pure Finish Mineral,Mineral,oily,61.8,1.4
4914,Purely Mineral,Mineral,oily,149.0,1.1
4915,PurePressed Refillable Base SPF 20,Mineral,oily,57.0,1.8
4916,Purely Mineral Pressed Powder,Pressed Powder,oily,111.8,3.2
4917,PureStay SPF 15,Pressed Powder,oily,52.6,3.0
4918,Purrr-fect Cover,Concealer,sensitive,76.1,3.5
4919,Purrr-fect Puss,Mineral,dry,20.8,2.0
4920,Queen Collection Natural Hue Compact,Cream,sensitive,90.4,1.2
4921,Queen Collection Natural Hue Liquid,Liquid,oily,49.5,2.9
4922,Quick Cover Blemish Stick,Concealer,oily,27.8,2.1
4923,Quercetin & Oak Antiageing & Antiwrinkle,Concealer,oily,20.6,2.7
4924,Quick Cover Blemish Stick,Concealer,dry,149.7,2.7
4925,"Quick, Hide!",Concealer,dry,45.9,3.6
4926,Quick-Fix,Concealer,sensitive,23.6,3.5
4927,Radiant Glow,Concealer,sensitive,90.8,2.9
4928,Radiant Lifting SPF 17,Liquid,dry,69.7,1.6
4929,Radiant Reflection Solid Stick,Cream,oily,85.8,3.2
4930,Real Deal,Concealer,sensitive,120.2,2.9
4931,Re-Touch Light-Reflecting,Concealer,oily,114.1,1.4
4932,Re-Nutriv Ultimate Radiance SPF 15,Liquid,sensitive,121.5,2.8
4933,Re-Nutriv Intensive Lifting SPF 15,Cream,sensitive,121.7,2.3
4934,Re-Nutriv Ultimate Lifting Creme SPF 15,Cream,dry,105.5,2.4
4935,Re-Nutriv Intensive Comfort,Pressed Powder,sensitive,55.1,3.3
4936,Reality Base,Liquid,sensitive,76.5,2.6
4937,Red Orange Sun Pact SPF50 PA+++,Pressed Powder,sensitive,137.5,3.0
4938,ReCreate Anti-Aging With Wrinkle Rewind Technology SPF 15,Liquid,oily,75.9,2.9
4939,Real Long-Lasting Hook Up,Concealer,dry,89.4,3.1
4940,Red Bean BB Cover Cake SPF 28 PA++,Pressed Powder,oily,134.8,2.6
4941,Red Bean SPF 20 PA+,BB Cream,dry,78.0,3.4
4942,Red Orange Jelly SPF 20 PA++,BB Cream,dry,89.7,3.4
4943,Real Deal Stick,Cream,dry,51.5,0.7
4944,Red Orange Sun Stick SPF 30 PA++,BB Cream,dry,19.0,3.3
4945,Renergie Lift SPF 20 Lifting Radiance,Liquid,oily,116.0,1.0
4946,Refining Fluid SPF 24,Liquid,dry,67.2,1.6
4947,Redness Solutions SPF 15 with Probiotic Technology,Liquid,oily,67.5,2.4
4948,Renergie Eclat Multi-Lift Multi-Action Tinted Skincare Illuminate + Lift Instant Enhancer,Tinted Moisturizer,oily,137.3,2.7
4949,Repairwear Laser Focus SPF 15/PA++,Liquid,oily,17.0,2.7
4950,Resilience Lift Extreme Radiance Lifting SPF 15,Liquid,dry,68.1,1.8
4951,Resilience Lift Extreme Ultra Firming CrÃ¨me Compact SPF 15,Cream,oily,119.5,0
4952,Retouch Liquid Foundation,Liquid,sensitive,31.2,2.6
4953,Retouch Loose Powder,Loose Powder,dry,44.6,1.7
4954,Rich Treatment,Liquid,sensitive,52.8,3.0
4955,Salmon Concealer MC,Concealer,oily,78.7,3.7
4956,Salmon Concealer PD,Concealer,dry,121.5,3.6
4957,Royal Honey Density Pact SPF 18 PA++,Pressed Powder,sensitive,95.0,2.3
4958,Royal Honey Glow SPF30 PA++,Liquid,dry,67.2,3.9
4959,Rice Concealer Pen,Concealer,sensitive,92.9,2.0
4960,Royal Honey Density Pencil,Concealer,oily,17.3,3.5
4961,Satin II,Liquid,dry,44.2,2.7
4962,Sassy,Mineral,dry,121.3,2.4
4963,Salmon Dark Circle Cream,Concealer,sensitive,125.7,1.6
4964,Satin Matte,Mineral,sensitive,131.2,3.4
4965,Save the Day Anti-Acne,Concealer,dry,104.1,2.0
4966,Secret Camouflage,Concealer,dry,104.6,1.4
4967,Secret Concealer,Concealer,oily,38.2,2.0
4968,Secret Beam Pact,Pressed Powder,oily,72.0,2.5
4969,Select Cover-Up,Concealer,oily,136.8,1.2
4970,Select Moisturecover,Concealer,sensitive,111.1,2.0
4971,Secret Cover,Concealer,dry,123.4,2.6
4972,Secret Cover Stick,Concealer,dry,16.8,2.5
4973,Select Sheer Pressed Powder,Pressed Powder,sensitive,139.1,2.8
4974,Select Sheer Loose Powder,Loose Powder,sensitive,62.4,3.3
4975,Select SPF 15,Liquid,oily,67.6,2.4
4976,Semi-Matte,Mineral,dry,94.7,3.3
4977,Sheer,Concealer,sensitive,127.8,3.0
4978,Shake-It,Liquid,oily,72.2,3.4
4979,SH Series,Cream,dry,102.3,2.1
4980,Sheer,Pressed Powder,sensitive,126.6,3.2
4981,Sheer Color Oil Free SPF 20,Tinted Moisturizer,oily,72.2,1.7
4982,Sheer Defense SPF 15,Tinted Moisturizer,sensitive,143.5,1.9
4983,Sheer Finish,Pressed Powder,sensitive,56.0,2.6
4984,Sheer Focus SPF 15,Tinted Moisturizer,sensitive,41.4,3.2
4985,Sheer Luminous Compact,Pressed Powder,oily,36.4,2.9
4986,Sheer Luminous Concealer,Concealer,oily,91.8,3.1
4987,Sheer Genius SPF 22,Liquid,oily,54.4,2.7
4988,Sheer Luminous Liquid Foundation,Liquid,dry,102.4,2.6
4989,Sheer Matifying Compact SPF 21,Pressed Powder,sensitive,131.9,1.7
4990,Sheer Mineral,Pressed Powder,oily,103.1,2.7
4991,Sheer Satin,Cream,sensitive,58.4,2.4
4992,Sheer Tint Base,Liquid,sensitive,141.8,2.9
4993,Sheer-Expert,Liquid,oily,65.8,1.4
4994,Shine Control SPF 20,Liquid,oily,45.6,2.1
4995,Shiny Touch,Liquid,oily,104.6,1.6
4996,Shimmering Skin Perfector (Liquid),Liquid,sensitive,16.3,4.1
4997,Silk CrÃ¨me,Cream,oily,61.6,2.0
4998,Signature Dramatic Two-Way Pact,Pressed Powder,oily,102.8,3.2
4999,Signature Extreme Cover SPF 30 PA++,Concealer,oily,33.4,3.2
5000,Signature Wrinkle Filler SPF 37 PA++,BB Cream,sensitive,76.1,2.7
5001,Silk Screen,Pressed Powder,sensitive,140.5,2.0
5002,Site Unseen Brightening SPF 15,Concealer,sensitive,117.7,2.1
5003,Skin Beauty Face,Pressed Powder,oily,115.9,2.9
5004,Skin Beauty SPF 18 PA++,Liquid,sensitive,84.7,4.0
5005,Simply powder,Pressed Powder,sensitive,90.4,2.1
5006,Skin Beauty Two-Way SPF 20 PA++,Pressed Powder,oily,62.4,3.5
5007,Skin Caring SPF 15,Liquid,oily,49.6,2.0
5008,Skin Caviar SPF 15,Cream,dry,138.2,0.7
5009,Skin Evolution Concealer,Concealer,sensitive,117.6,4.2
5010,Skin Match,Liquid,oily,85.8,2.3
5011,Skin Mineral Makeup SPF 15,Mineral,sensitive,91.9,1.9
5012,Skin Matching,Liquid,sensitive,145.0,2.7
5013,Skin Perfection Gel,Liquid,oily,21.0,2.3
5014,Skin Renew Miracle Skin Perfector,BB Cream,oily,70.9,2.8
5015,Skin Perfection Gel to Go,Liquid,sensitive,19.0,2.1
5016,Skin Veil SPF 15,Liquid,sensitive,76.2,3.4
5017,SkinClearing Blemish,Concealer,sensitive,18.6,1.6
5018,SkinClearing Mineral,Pressed Powder,oily,120.3,3.7
5019,SkinClearing Oil-Free,Liquid,sensitive,12.1,2.9
5020,Skintint FX,Tinted Moisturizer,sensitive,36.4,2.4
5021,Smart Shade,Concealer,sensitive,120.7,0
5022,Smart Finish Compact,Cream,oily,128.4,1.4
5023,Smart Shade Anti-Aging,Liquid,dry,62.9,1.8
5024,Smooth Finish Foundation Powder,Pressed Powder,oily,142.2,1.0
5025,Smart Shade Anti-Aging SPF 20,Concealer,sensitive,146.7,1.8
5026,Smart Shade Balance,Pressed Powder,sensitive,67.2,1.7
5027,Smart Shade Smart Balance,Liquid,dry,16.4,2.1
5028,Smooth Indulgence SPF 20 Concealer,Concealer,sensitive,41.4,2.6
5029,Smooth Indulgence Mineral Finishing,Loose Powder,oily,107.7,2.7
5030,Smooth Indulgence SPF 20 Liquid Foundation,Liquid,oily,95.1,2.6
5031,Smooth Minerals,Mineral,sensitive,31.6,3.5
5032,Smooth Minerals Pressed Powder,Pressed Powder,dry,116.7,2.0
5033,Smooth Operator Amazonian Clay Waterproof,Concealer,oily,142.4,4.7
5034,Smooth Operator SPF 20,Tinted Moisturizer,dry,66.8,1.9
5035,Smooth Skin Liquid Foundation,Liquid,oily,30.4,2.7
5036,Smooth Skin Concealer,Concealer,sensitive,54.9,3.0
5037,Smoothers All Day Hydrating,Liquid,sensitive,25.1,3.5
5038,Smooth Skin Pressed Powder,Pressed Powder,dry,132.8,2.6
5039,Smoothers Concealer,Concealer,sensitive,47.0,2.0
5040,Smoothing,Cream,oily,125.9,2.5
5041,Smoothers Pressed Powder,Pressed Powder,sensitive,141.4,2.7
5042,Smoothing & Brightening,Concealer,dry,121.8,2.0
5043,Smoothers SPF 15,Liquid,oily,23.7,2.1
5044,So Clear,Liquid,oily,49.9,2.3
5045,Smoothing CrÃ¨me,Concealer,oily,48.1,2.7
5046,So Clear Coverstick,Concealer,sensitive,31.5,3.0
5047,So Energetic,Liquid,dry,142.1,2.0
5048,Soft Focus,Mineral,oily,38.3,2.5
5049,Soft Cream,Cream,dry,100.9,1.6
5050,So Matte Perfect Stay,Liquid,dry,27.6,1.6
5051,Soft Light,Pressed Powder,dry,42.1,2.4
5052,Some Kind-A Gorgeous,Cream,sensitive,20.3,2.8
5053,Soft Focus Concealer,Concealer,oily,57.5,3.1
5054,Soin Teinte Phyto-Hydratant,Tinted Moisturizer,dry,92.4,2.6
5055,Soft Touch SPF 15,Tinted Moisturizer,oily,143.3,1.9
5056,Specialty Colors,Cream,oily,76.1,1.9
5057,Spectacular,Liquid,oily,61.1,0.5
5058,SPF 15 Oil Free Tinted Moisturizer,Tinted Moisturizer,dry,46.1,2.5
5059,SPF 15 BB Cream,BB Cream,oily,134.4,2.1
5060,SPF 15 Tinted Moisturizer,Tinted Moisturizer,dry,65.6,2.9
5061,SPF 10 Tinted Moisturizer,Tinted Moisturizer,sensitive,54.1,2.6
5062,SPF 15 Tinted Moisturizer,Tinted Moisturizer,sensitive,121.9,2.8
5063,SPF 16 Liquid Foundation,Liquid,sensitive,119.3,3.2
5064,SPF 20,Concealer,dry,94.4,2.1
5065,Speedy Total Balm,Liquid,sensitive,69.1,3.2
5066,SPF 20 Tinted Moisturizer,Tinted Moisturizer,dry,58.4,3.1
5067,SPF 20 Oil Free Tinted Moisturizer,Tinted Moisturizer,dry,95.3,4.0
5068,SPF 20 Pressed Powder,Pressed Powder,sensitive,60.3,3.1
5069,SPF 20 Tinted Moisturizer,Tinted Moisturizer,oily,145.7,3.4
5070,SPF 20 Illuminating Tinted Moisturizer,Tinted Moisturizer,sensitive,120.4,2.8
5071,SPF 30 Natural Sunscreen Tinted Moisturizer,Tinted Moisturizer,sensitive,94.3,2.4
5072,SPF 35 BB Cream,BB Cream,sensitive,110.6,2.7
5073,SPF 20 Tinted Moisturizer,Tinted Moisturizer,oily,119.6,1.6
5074,SPF 25 Cream Foundation,Cream,oily,91.2,2.1
5075,SPF 20 Tinted Moisturizer,Tinted Moisturizer,oily,96.2,4.0
5076,SPF 30 Natural Sunscreen,Mineral,dry,141.7,3.3
5077,Stay Matte Pressed Powder,Pressed Powder,oily,141.4,2.4
5078,Spots Cover,Concealer,dry,51.7,4.1
5079,Stay Matte,Pressed Powder,sensitive,27.0,2.9
5080,Stay All Day (Discontinued),Liquid,dry,145.2,0.6
5081,Stay Matte but Not Flat,Liquid,sensitive,42.0,2.7
5082,Stay-Matte Oil-Free,Liquid,oily,110.4,2.7
5083,Stay Tuned,Liquid,oily,141.8,2.4
5084,Stick Concealer N,Concealer,oily,27.7,3.6
5085,Stay-Matte Sheer Pressed Powder,Pressed Powder,sensitive,118.0,2.6
5086,Stroke of Light,Concealer,oily,42.5,2.9
5087,Studio Finish SPF 35,Concealer,sensitive,139.3,1.9
5088,Studio Concealer,Concealer,dry,126.9,2.2
5089,Studio Moisture Tint SPF 15,Tinted Moisturizer,oily,21.0,3.2
5090,Studio Pencil & Brush,Concealer,oily,94.8,2.9
5091,Studio Pressed Powder,Pressed Powder,sensitive,131.7,2.4
5092,Studio Sculpt Concealer,Concealer,sensitive,35.9,3.2
5093,Studio Sculpt SPF 15 Liquid Foundation,Liquid,oily,82.4,3.1
5094,Studio Secrets Magic Smoothing Souffle,Cream,oily,76.9,2.8
5095,Studio Secrets Magic Skin Beautifier,BB Cream,sensitive,50.4,3.5
5096,Studio Tech,Pressed Powder,sensitive,78.7,3.7
5097,Studio Skin 15 Hour Wear SPF 10,Liquid,dry,101.0,2.7
5098,Studio SPF 20 Tinted Moisturizer,Tinted Moisturizer,oily,28.3,3.2
5099,Style Perfect,Concealer,dry,55.6,1.8
5100,Style Under Eye Brightener,Concealer,dry,24.3,2.7
5101,Sun Protection SPF 30,Pressed Powder,dry,107.2,3.6
5102,Sun Protection Stick SPF 35 PA++,Cream,sensitive,118.0,1.8
5103,Super Basic,Concealer,dry,138.6,2.0
5104,Super Plush,Pressed Powder,dry,27.1,2.5
5105,Super Blendable,Concealer,oily,99.8,1.3
5106,Super Restorative Tinted Cream SPF 20,Tinted Moisturizer,oily,134.1,2.1
5107,Superbalanced,Liquid,sensitive,101.4,3.7
5108,Superpowder Double Face,Pressed Powder,sensitive,114.9,2.6
5109,SuperStay 24 Hour (Discontinued),Liquid,sensitive,22.1,2.5
5110,Supernatural Airbrushed Canvas SPF 15,Loose Powder,dry,76.8,2.5
5111,SuperStay 24 Hour Concealer,Concealer,sensitive,107.0,3.0
5112,Superbalanced SPF 15 Mineral,Mineral,sensitive,91.5,2.2
5113,Surreal Skin,Mineral,dry,123.5,4.3
5114,Surreal Skin Concealer,Concealer,sensitive,130.3,1.5
5115,Surreal Skin Cream-to-Powder,Cream,dry,38.0,2.1
5116,Take Cover Anti-Aging SPF 20,Liquid,oily,91.2,3.4
5117,Sweet Potato Hydra SPF20 PA+,Liquid,oily,76.2,3.0
5118,Sweet Potato Chiffon Cake,Pressed Powder,oily,31.7,2.0
5119,Sweet Potato Hydra Cushion Pact SPF25 PA++,Pressed Powder,oily,97.3,2.2
5120,Teint Idole Fresh Wear,Liquid,dry,62.2,2.8
5121,Tattoo Concealer,Concealer,dry,142.2,2.4
5122,Teint Delectation,Liquid,sensitive,46.1,4.1
5123,Teint Age Control Supreme,Liquid,sensitive,147.4,3.1
5124,Teint Innocence SPF 10 Pressed Powder,Pressed Powder,dry,98.0,1.3
5125,Teint Lift Anti-Rides SPF 20,Liquid,sensitive,17.9,2.3
5126,Teint Miracle,Liquid,dry,28.2,1.3
5127,Teint Multi-Fini Compact,Pressed Powder,dry,117.9,3.0
5128,Teint Parfait,Liquid,dry,55.6,2.0
5129,Teint Mousse Matifiant,Liquid,sensitive,29.8,2.9
5130,Teint Radiance Radiance Enhancing Flawless SPF 20,Liquid,dry,129.1,2.1
5131,Teint Terrybly,Pressed Powder,sensitive,138.7,2.5
5132,Teint Resist Long Wear Endless Comfort Transfer Resistant SPF 10,Liquid,oily,130.1,2.1
5133,Teinte Idole Ultra 24H,Liquid,oily,38.1,1.2
5134,Terracotta Skin Healthy Glow,Liquid,oily,83.8,2.8
5135,Terracotta Teint d'Ailleurs,Tinted Moisturizer,dry,34.8,3.0
5136,Terracotta Teint dâ€™Ailleurs,Tinted Moisturizer,dry,25.2,3.4
5137,The Makeup Lifting SPF 16 PA++,Cream,oily,92.2,2.0
5138,The Makeup Dual Balancing SPF 17,Liquid,dry,115.6,1.6
5139,The Ethereal,Pressed Powder,sensitive,42.8,2.3
5140,The Makeup Corrector Pencil,Concealer,oily,128.0,3.0
5141,The Makeup Stick,Cream,dry,145.1,2.3
5142,The Powder,Loose Powder,sensitive,77.0,2.1
5143,The Radiant SPF 25,Concealer,dry,127.6,2.5
5144,The Sensual Skin Enhancer,Cream,sensitive,119.6,1.9
5145,The Skincare SPF 20,Tinted Moisturizer,oily,10.5,2.8
5146,The SPF Fluid Tint SPF 18,Tinted Moisturizer,oily,91.3,2.4
5147,The Sensual Skin Powder Foundation,Pressed Powder,oily,95.0,2.0
5148,The Treatment SPF 15,Liquid,sensitive,66.7,2.9
5149,timeBalm anti-wrinkle,Concealer,oily,147.9,3.0
5150,timeBalm Cream,Cream,dry,57.9,2.2
5151,timeBalm Pressed Powder,Pressed Powder,sensitive,103.6,2.7
5152,timeBalm Spot,Concealer,sensitive,49.5,2.8
5153,Time Out,Concealer,dry,64.9,1.4
5154,Timeless Age Defying SPF 20,Liquid,oily,16.3,3.0
5155,timeBalm,Concealer,oily,108.7,3.3
5156,TimeWise Matte-Wear,Liquid,oily,144.7,2.4
5157,Tinted Beauty Balm SPF 20,BB Cream,oily,114.8,4.0
5158,Tinted Moisturizer,Tinted Moisturizer,sensitive,10.8,1.6
5159,Total Finish Compact,Cream,dry,34.9,1.6
5160,Total Coverage Concealing,Cream,dry,117.7,3.0
5161,Total Coverage Spot & Scar Eraser,Concealer,dry,44.2,1.7
5162,Total Concealer,Concealer,sensitive,47.9,3.7
5163,Touche Eclat â€“ Radiant Touch,Concealer,dry,25.5,3.0
5164,Touch-Expert Advanced,Concealer,sensitive,60.5,3.6
5165,Total Finish SPF 15,Pressed Powder,oily,109.2,4.3
5166,Total Finish Natural Matte SPF 15,Pressed Powder,oily,89.2,3.1
5167,Touche Eclat - Radiant Touch,Concealer,sensitive,60.4,2.3
5168,Traceless Skin Responsive Tint SPF 8,Liquid,sensitive,109.1,2.1
5169,Translucent Make-up,Liquid,dry,71.8,1.8
5170,Treatment SPF 15,Liquid,dry,29.4,2.1
5171,Treat & Cover Stick,Concealer,oily,141.5,2.8
5172,Touche Veloutee,Concealer,dry,77.7,1.8
5173,Touche Eclat SPF 19,Liquid,oily,61.3,0.4
5174,Triple Lighting SPF 22 PA++,Pressed Powder,sensitive,81.3,2.3
5175,TruBlend Pressed Powder,Pressed Powder,sensitive,51.1,2.4
5176,Triple Stay,Liquid,sensitive,82.9,2.0
5177,Triple Stay Matt,Liquid,dry,135.3,2.6
5178,TruBlend Liquid Foundation,Liquid,dry,64.1,1.0
5179,True Color,Liquid,dry,81.4,2.3
5180,True Color CrÃ¨me to Powder SPF 8,Cream,oily,106.4,3.1
5181,True Color Stick SPF 8,Cream,sensitive,67.9,1.6
5182,True Concealer,Concealer,dry,25.8,2.4
5183,True Match Lumi Healthy Luminous,Liquid,dry,139.0,3.2
5184,True Match Naturale SPF 19,Mineral,oily,50.9,2.6
5185,True Finish,Liquid,dry,46.7,0.6
5186,True Match Super Blendable Liquid Foundation,Liquid,dry,28.8,3.1
5187,True Match Naturale SPF 25,Concealer,dry,97.1,2.5
5188,True Match Super Blendable Pressed Powder,Pressed Powder,sensitive,127.0,3.3
5189,True Match Super-Blendable Compact SPF 17,Pressed Powder,sensitive,33.9,2.8
5190,Truly Lasting Color SPF 12 Pressed Powder,Pressed Powder,oily,96.1,2.2
5191,True White Plus SPF 25 PA++,Liquid,sensitive,41.5,2.1
5192,True White Plus Two-Way SPF 20 PA++,Pressed Powder,sensitive,71.0,2.3
5193,Twin Cake,Pressed Powder,sensitive,55.2,2.2
5194,Truly Lasting Color SPF 15 Liquid Foundation,Liquid,sensitive,58.7,3.6
5195,Ultimate 300 Series,Cream,sensitive,28.6,2.1
5196,Ultimate 200 Series,Cream,dry,20.4,2.6
5197,Two Way Cake,Pressed Powder,dry,87.1,2.0
5198,Ultimate 400 Series,Cream,dry,57.6,3.1
5199,Ultimate Diamond SPF 15,Liquid,oily,105.0,3.3
5200,Ultimate 500 Series,Cream,oily,128.9,2.1
5201,Ultimate 600 Series,Cream,oily,147.8,2.0
5202,Ultimate Match SPF 15,Liquid,sensitive,14.3,2.1
5203,Ultimate Moisture Fresh Skin,Liquid,dry,128.5,0.8
5204,Ultimate Sheer SPF 15,Tinted Moisturizer,oily,32.4,1.6
5205,Ultra Facial SPF 15,Tinted Moisturizer,dry,51.9,2.3
5206,Ultra,Liquid,dry,143.2,3.3
5207,Ultra Cover SPF 20,Pressed Powder,sensitive,129.7,2.8
5208,Ultra Powder,Pressed Powder,oily,129.6,2.5
5209,Ultra with HC-12,Cream,dry,28.7,3.3
5210,Ultra Smooth Skin Caring SPF 20,Liquid,sensitive,20.2,2.4
5211,Umbrian Clay Freshface SPF 20,Liquid,dry,31.6,2.2
5212,Umbrian Clay Absolute,Concealer,dry,48.5,3.7
5213,Un-Wrinkle Liquid Foundation,Liquid,oily,38.7,2.8
5214,Under Eye,Concealer,sensitive,91.3,1.7
5215,Un-Wrinkle Concealer,Concealer,oily,115.1,2.2
5216,Under Eye,Concealer,dry,56.4,1.5
5217,Under Eye,Concealer,sensitive,111.0,2.8
5218,Under Eye Perfecter,Concealer,dry,122.4,3.4
5219,Undercover CrÃ¨me,Concealer,sensitive,55.3,1.5
5220,Undercover Agent,Concealer,oily,95.9,1.7
5221,Undereye,Concealer,dry,58.3,3.0
5222,Under-Eye,Concealer,dry,134.4,2.0
5223,Urban Defense SPF 20,Tinted Moisturizer,oily,65.1,3.0
5224,UV Plus HP Daily Shield SPF 40,Tinted Moisturizer,dry,36.3,2.9
5225,Velvet Mineral Liquid Custom Finish SPF 15,Liquid,oily,34.9,3.1
5226,Velvet,Liquid,oily,116.9,2.1
5227,Velour,Pressed Powder,oily,11.2,1.9
5228,UV Plus HP Day Screen High Protection Tint SPF 40,Tinted Moisturizer,sensitive,147.3,3.4
5229,Velvet Mineral Powder,Mineral,oily,140.2,1.4
5230,Velvet Mineral Pressed Powder,Pressed Powder,sensitive,16.4,2.7
5231,Virtual Matte Oil-Control,Pressed Powder,oily,117.3,1.7
5232,Velvet Touch Liquid Foundation,Liquid,dry,114.6,2.2
5233,Virtual Matte Oil-Control SPF 15,Liquid,dry,105.5,2.2
5234,Virtual Skin Super-Natural Finish SPF 10,Liquid,dry,33.7,2.0
5235,Visage de Soie,Pressed Powder,sensitive,74.1,2.7
5236,Visible Lift Line Minimizing,Pressed Powder,oily,146.3,2.2
5237,Visible Lift Line Minimizing SPF 17,Liquid,oily,72.4,2.9
5238,Visible Lift Repair Absolute,Cream,sensitive,11.3,1.7
5239,Visible Lift Serum Absolute Advanced Age-Reversing,Pressed Powder,dry,44.0,2.6
5240,Visible Lift Serum Absolute SPF 17 Liquid Foundation,Liquid,oily,118.9,3.1
5241,Visible Lift Serum Absolute SPF 17 Concealer,Concealer,sensitive,63.1,1.6
5242,Visible Lift Smooth Absolute Instant Age Reversing,Liquid,oily,37.7,3.6
5243,Vitalumiere Aqua Compact SPF 15,Cream,oily,140.0,2.9
5244,Vita Tok water Pact SPF 20 PA+,Pressed Powder,dry,26.3,2.8
5245,Vitalumiere Aqua SPF 15,Liquid,oily,113.8,2.7
5246,Vitalumiere Moisture-Rich SPF 15,Liquid,dry,114.7,2.8
5247,Wake Up Hydrating,Loose Powder,oily,47.6,2.1
5248,Vitamin C+ Illuminating SPF 20,BB Cream,oily,37.5,2.8
5249,Wake Up Liquid,Liquid,oily,27.2,2.1
5250,Wake Up Under Eye,Concealer,sensitive,61.1,2.6
5251,Water Fresh SPF 15,Pressed Powder,dry,19.5,2.4
5252,Wet/Dry,Pressed Powder,dry,17.0,2.6
5253,Wild Rose Mineral,Mineral,dry,20.2,2.7
5254,Wild Rose Compact,Pressed Powder,dry,146.1,1.8
5255,You Rebel Lite SPF 15,Tinted Moisturizer,oily,56.9,1.8
5256,Wrinkle Rescue and Brightener,Concealer,sensitive,140.9,2.6
5257,X-Ceptional Wear,Liquid,oily,71.8,3.8
5258,You Rebel,Tinted Moisturizer,oily,87.0,1.6
5259,Youth Code Illuminator SPF 15,BB Cream,oily,16.9,3.1
5260,Youthful Wear Youth-Boosting Illuminating,Liquid,sensitive,27.0,3.0
5261,Youthful Wear Youth-Boosting Concealer,Concealer,sensitive,53.0,2.9
5262,YSM Pressed,Pressed Powder,oily,15.1,1.8
5263,YSM Cream,Liquid,dry,38.2,3.0
5264,Zap & Hide,Concealer,oily,29.4,1.3
5265,Zero Spot,Concealer,oily,115.8,1.4
5266,Rich,Liquid,sensitive,26.5,2.7
5267,HD Invisible Cover,Liquid,sensitive,40.0,2.7
5268,Original Foundation SPF 15,Mineral,dry,15.7,2.4
5269,Foundation Stick,Cream,sensitive,50.2,2.1
5270,â€œHello Flawless!â€ Oxygen Wow,Liquid,oily,85.7,2.7
5271,Skin SPF 15,Liquid,oily,125.7,2.7
5272,Everlasting SPF 15,Liquid,oily,131.8,2.6
5273,Extra Firming SPF 15,Liquid,dry,60.6,3.3
5274,Skin Illusion Natural Radiance SPF 10,Liquid,sensitive,59.0,1.9
5275,Total Cover Cream,Cream,dry,80.9,1.7
5276,Illusion Oil Free SPF 15,Tinted Moisturizer,oily,91.5,2.6
5277,Veil Fluid Oil Free SPF 15,Liquid,oily,110.1,2.9
5278,Diorskin Nude Natural Glow Hydrating SPF 10,Liquid,sensitive,133.5,2.3
5279,Skin Base,Liquid,dry,63.5,2.9
5280,Natural Performance,Liquid,sensitive,120.0,3.0
5281,Face and Body,Liquid,dry,87.3,2.2
5282,Breakthrough Performance,Liquid,sensitive,124.8,2.3
5283,Pro Longwear Liquid Foundation,Liquid,sensitive,54.9,3.2
5284,Mineralize Moisture SPF 15,Liquid,sensitive,49.9,1.6
